,BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,job_new,reason_new
3103,0,16800,58193.0,82942.0,DebtCon,Other,1.0,0.0,0.0,320.06300966,3.0,16.0,42.845962863,3,1
3104,0,16800,39352.0,60943.0,HomeImp,Other,25.0,0.0,0.0,237.7636233,0.0,13.0,25.439888235,3,2
3105,0,16800,144756.0,183810.0,DebtCon,Mgr,11.0,0.0,0.0,243.54225494,0.0,20.0,26.733982835,1,1
3106,0,16800,94851.0,119053.0,DebtCon,Office,2.0,0.0,1.0,270.9986111,1.0,34.0,27.009239289,2,1
3107,0,16800,115870.0,130809.0,DebtCon,,15.0,0.0,0.0,177.63228248,0.0,17.0,39.567208162,3,1
3108,0,16900,131002.0,166859.0,DebtCon,Office,4.0,0.0,0.0,135.85642316,0.0,20.0,28.151885281,2,1
3109,0,16900,63000.0,51549.0,DebtCon,Office,1.0,0.0,0.0,75.413745563,1.0,8.0,40.628199233,2,1
3110,0,16900,30856.0,56961.0,HomeImp,Other,11.0,0.0,0.0,116.81770737,1.0,10.0,20.344582168,3,2
3111,0,16900,71672.0,96677.0,DebtCon,Other,1.0,0.0,0.0,153.79169482,0.0,30.0,35.327836168,3,1
3112,0,16900,47129.0,62342.0,DebtCon,Other,15.0,0.0,0.0,290.14892122,0.0,21.0,30.318596795,3,1
3114,1,16900,63800.0,85000.0,DebtCon,Other,2.0,0.0,6.0,127.8,2.0,33.0,34.669820788500004,3,1
3116,0,16900,66812.0,90973.0,HomeImp,Office,9.0,0.0,0.0,108.00552587,0.0,10.0,37.469017947,2,2
3117,0,16900,68940.0,88264.0,DebtCon,Office,0.0,0.0,0.0,166.10628148,0.0,25.0,24.955311418,2,1
3118,0,16900,67111.0,96985.0,HomeImp,ProfExe,21.0,0.0,0.0,233.78439855,1.0,23.0,37.324711324,4,2
3121,0,16900,88143.0,115365.0,DebtCon,Other,19.0,0.0,0.0,282.06851776,0.0,16.0,24.962851371,3,1
3122,0,16900,43643.0,80639.0,DebtCon,Mgr,3.0,0.0,0.0,128.58182369,1.0,8.0,28.895954854,1,1
3123,0,16900,61847.0,91671.0,DebtCon,ProfExe,9.0,0.0,0.0,202.05343558,0.0,20.0,21.348254512,4,1
3124,0,16900,78455.0,121450.0,,,7.0,0.0,0.0,166.62473824,1.0,19.0,33.742374549,3,1
3125,0,16900,17988.0,137328.0,DebtCon,Other,9.0,0.0,0.0,360.14696016,0.0,10.0,41.902054192,3,1
3126,0,16900,102108.0,117650.0,DebtCon,Other,9.0,0.0,0.0,279.11258466,1.0,19.0,29.645177293,3,1
3127,0,17000,73644.0,107086.0,DebtCon,ProfExe,0.0,0.0,0.0,280.45334363,2.0,20.0,37.771957848,4,1
3128,0,17000,125257.0,161009.0,DebtCon,Office,3.0,0.0,0.0,129.75779959,1.0,21.0,27.6372066,2,1
3129,0,17000,10866.0,171952.0,HomeImp,Mgr,24.0,0.0,0.0,79.991975497,2.0,21.0,29.846958737,1,2
3130,1,17000,63000.0,86699.5,HomeImp,,1.0,0.0,0.0,111.23501181,0.0,21.0,31.362872385,3,2
3131,0,17000,70039.0,100993.0,HomeImp,ProfExe,7.0,0.0,0.0,261.91131698,1.0,11.0,36.56433032,4,2
3133,0,17000,51682.0,67688.0,HomeImp,Office,2.0,0.0,0.0,135.19190654,0.0,18.0,33.050636366,2,2
3134,0,17000,83248.0,95886.0,DebtCon,ProfExe,8.0,0.0,2.0,349.43007938,1.0,41.0,36.05994724,4,1
3135,0,17000,97713.0,164869.0,,Other,7.0,0.0,0.0,253.4763166,1.0,23.0,36.452295794,3,1
3136,0,17000,125728.0,159770.0,DebtCon,Mgr,7.0,0.0,0.0,228.42238215,0.0,18.0,37.008373781,1,1
3137,0,17000,31772.0,60289.0,HomeImp,ProfExe,6.0,0.0,0.0,189.23698365,0.0,13.0,31.125746532,4,2
3138,0,17000,134689.0,158661.0,DebtCon,Mgr,7.0,0.0,0.0,227.39546465,0.0,19.0,36.425571756,1,1
3139,0,17000,86341.0,133564.0,DebtCon,ProfExe,15.0,0.0,0.0,307.67385711,0.0,18.0,28.368210586,4,1
3140,0,17000,66894.0,75360.0,DebtCon,,8.0,0.0,0.0,166.62473824,1.0,19.0,25.260098683,3,1
3141,0,17000,27088.0,166437.0,HomeImp,Self,7.0,0.0,0.0,306.67417105,0.0,27.0,26.156717881,6,2
3142,0,17000,70085.0,81598.0,DebtCon,Office,7.0,0.0,0.0,117.19539923,1.0,20.0,21.981835715,2,1
3143,0,17000,97438.0,158780.0,DebtCon,Mgr,0.0,0.0,0.0,210.91260341,1.0,18.0,38.796749949,1,1
3144,0,17000,45671.0,64516.0,HomeImp,Other,27.0,0.0,0.0,246.17972137,0.0,13.0,25.701205603,3,2
3145,0,17000,6778.0,60065.0,DebtCon,Sales,0.0,0.0,0.0,326.51841443,0.0,5.0,38.836601841,5,1
3146,0,17000,26228.0,60979.0,HomeImp,ProfExe,7.0,0.0,0.0,188.24761053,0.0,13.0,29.628676491,4,2
3147,0,17000,63450.0,92816.0,,ProfExe,10.0,0.0,0.0,166.62473824,1.0,16.0,25.718671082,4,1
3148,0,17000,54780.0,93091.0,DebtCon,ProfExe,4.0,0.0,0.0,115.37533239,1.0,21.0,37.50862467,4,1
3149,0,17000,73184.0,96889.0,DebtCon,Mgr,0.0,0.0,0.0,71.953791991,0.0,16.0,28.004398484,1,1
3150,0,17000,60483.0,85015.0,HomeImp,ProfExe,4.0,0.0,0.0,116.52526509,0.0,12.0,27.29874318,4,2
3151,1,17000,52663.0,82000.0,,,7.0,0.0,0.0,166.62473824,1.0,19.0,34.669820788500004,3,1
3152,1,17000,36420.0,54375.0,DebtCon,Other,1.0,1.0,0.0,77.7,1.0,18.0,34.669820788500004,3,1
3153,0,17000,53058.0,74000.0,DebtCon,Other,17.0,1.0,0.0,204.93333333,1.0,21.0,34.669820788500004,3,1
3154,0,17000,23200.0,85000.0,DebtCon,ProfExe,9.0,0.0,0.0,149.06666667,1.0,21.0,34.669820788500004,4,1
3155,0,17000,47000.0,112720.0,DebtCon,ProfExe,16.0,0.0,0.0,257.7,0.0,20.0,34.669820788500004,4,1
3156,0,17000,86000.0,119600.0,DebtCon,ProfExe,12.0,0.0,0.0,137.46666667,1.0,25.0,34.669820788500004,4,1
3157,0,17000,12613.0,85000.0,DebtCon,Other,21.0,0.0,0.0,226.36666667,3.0,41.0,34.669820788500004,3,1
3158,0,17000,152900.0,191146.0,DebtCon,Other,7.5,0.0,0.0,166.62473824,2.0,16.0,34.669820788500004,3,1
3159,0,17000,55820.0,88683.0,DebtCon,Office,0.5,0.0,0.0,74.033333333,0.0,23.0,34.669820788500004,2,1
3162,1,17000,52700.0,78000.0,DebtCon,Other,2.0,0.0,0.0,62.9,0.0,10.0,34.669820788500004,3,1
3163,1,17000,61000.0,127000.0,DebtCon,Mgr,9.0,0.0,5.0,256.7,0.0,40.0,34.669820788500004,1,1
3164,1,17000,62755.0,81180.0,DebtCon,ProfExe,19.0,2.0,0.0,134.93333333,2.0,28.0,34.669820788500004,4,1
3165,1,17000,56800.0,82000.0,DebtCon,ProfExe,22.0,0.0,5.0,320.6,4.0,28.0,34.669820788500004,4,1
3166,1,17000,89600.0,115000.0,DebtCon,Self,20.0,0.0,3.0,99.266666667,0.0,23.0,34.669820788500004,6,1
3167,1,17000,48000.0,69000.0,DebtCon,Office,25.0,0.0,0.0,351.03333333,3.0,24.0,34.669820788500004,2,1
3168,1,17000,43000.0,63500.0,DebtCon,Other,8.0,0.0,0.0,46.666666667,3.0,11.0,34.669820788500004,3,1
3170,0,17000,96065.0,116416.0,DebtCon,Other,14.0,0.0,0.0,125.67306046,2.0,8.0,34.756185805,3,1
3171,0,17000,97517.0,141718.0,DebtCon,Office,2.0,0.0,0.0,128.41759793,3.0,15.0,31.166029443,2,1
3172,0,17000,51018.0,108148.0,HomeImp,Office,0.0,0.0,2.0,114.9462923,0.0,23.0,40.241259872,2,2
3174,0,17000,98451.0,138012.0,DebtCon,Office,3.0,0.0,0.0,120.23893457,2.0,15.0,33.953593917,2,1
3175,0,17000,82662.0,111357.0,DebtCon,Mgr,17.0,0.0,0.0,252.30598474,4.0,30.0,37.316119916,1,1
3177,0,17000,25638.0,128433.0,DebtCon,Other,10.0,0.0,0.0,367.6645206,0.0,9.0,39.106896383,3,1
3178,0,17100,56791.0,94396.0,DebtCon,ProfExe,7.0,0.0,0.0,110.29408781,1.0,21.0,36.107340903,4,1
3179,0,17100,48471.0,71546.0,DebtCon,ProfExe,5.0,0.0,1.0,254.0957007,3.0,32.0,29.818743539,4,1
3180,0,17100,19126.0,88969.0,DebtCon,Other,21.0,0.0,0.0,225.70628788,2.0,41.0,38.896378177,3,1
3182,0,17100,100082.0,119585.0,DebtCon,ProfExe,1.0,0.0,0.0,147.91580911,0.0,29.0,34.734277161,4,1
3183,0,17100,22162.0,128989.0,DebtCon,Other,11.0,0.0,0.0,367.9970935,0.0,9.0,40.640916113,3,1
3184,0,17100,53983.0,73688.0,DebtCon,Other,5.0,0.0,0.0,95.523512118,0.0,9.0,36.920385648,3,1
3185,0,17100,123463.0,160487.0,DebtCon,Office,4.0,0.0,0.0,155.30076264,0.0,21.0,25.704127792,2,1
3186,0,17100,49951.0,111291.0,HomeImp,Office,1.0,0.0,2.0,151.10459247,1.0,23.0,39.487198141,2,2
3187,0,17100,74922.0,91187.0,DebtCon,Mgr,0.0,0.0,0.0,80.582655587,0.0,16.0,26.767768842,1,1
3188,0,17100,59123.0,94247.0,DebtCon,Office,0.0,0.0,0.0,70.016360231,0.0,22.0,37.195085532,2,1
3189,0,17100,46953.0,69086.0,DebtCon,ProfExe,6.0,0.0,0.0,165.62778833,2.0,11.0,29.249143602,4,1
3191,0,17100,92853.0,130864.0,DebtCon,Mgr,6.0,0.0,0.0,244.72881087,3.0,41.0,37.492645631,1,1
3192,1,17100,32134.0,69131.0,DebtCon,Other,3.0,0.0,0.0,209.19880045,0.0,6.0,38.632967001,3,1
3193,0,17100,54598.0,115838.0,DebtCon,ProfExe,14.0,0.0,0.0,247.29589655,0.0,20.0,25.632116425,4,1
3194,0,17100,63000.0,60781.0,,,8.0,0.0,0.0,101.01406133,0.0,14.0,27.719938143,3,1
3196,0,17100,104652.0,169076.0,,Other,7.0,1.0,0.0,270.58121434,1.0,23.0,38.465227693,3,1
3197,0,17100,117337.0,131575.0,DebtCon,,16.0,0.0,0.0,177.62943226,0.0,17.0,39.176432459,3,1
3198,0,17100,91502.0,113251.0,DebtCon,Other,18.0,0.0,0.0,289.95440059,0.0,16.0,24.458320606,3,1
3199,0,17200,51352.0,64386.0,DebtCon,Mgr,27.0,0.0,0.0,295.9554144,1.0,17.0,36.787305949,1,1
3200,0,17200,62514.0,96633.0,HomeImp,ProfExe,25.0,1.0,0.0,224.76435905,1.0,24.0,36.702340701,4,2
3201,0,17200,59698.0,89715.0,,ProfExe,9.0,0.0,0.0,166.62473824,1.0,16.0,23.345623213,4,1
3202,0,17200,94937.0,133859.0,DebtCon,Mgr,6.0,0.0,0.0,248.15887558,2.0,42.0,36.790875327,1,1
3203,0,17200,6126.0,88603.0,HomeImp,Other,13.0,0.0,1.0,287.26088687,0.0,23.0,30.098796701,3,2
3204,0,17200,7044.0,57831.0,DebtCon,Sales,0.0,0.0,0.0,330.97090434,0.0,6.0,37.943315139,5,1
3205,0,17200,103519.0,118074.0,DebtCon,Other,0.0,0.0,0.0,102.6786125,1.0,21.0,41.418352854,3,1
3206,0,17200,89507.0,121047.0,DebtCon,Other,14.0,0.0,0.0,118.86613395,1.0,9.0,34.602827396,3,1
3208,0,17200,11950.0,170000.0,HomeImp,Mgr,22.0,0.0,0.0,77.283384968,1.0,20.0,28.82169866,1,2
3209,0,17200,43996.0,79419.0,DebtCon,Mgr,5.0,0.0,0.0,140.97340097,0.0,9.0,28.662173401,1,1
3210,0,17200,33073.0,85654.0,DebtCon,ProfExe,7.0,0.0,0.0,163.39478871,1.0,20.0,28.274888868,4,1
3211,1,17200,50742.0,71000.0,DebtCon,Other,15.0,0.0,0.0,166.62473824,0.0,0.0,34.669820788500004,3,1
3212,0,17200,39316.0,66978.0,DebtCon,,4.0,0.0,0.0,99.985975956,1.0,10.0,26.437084055,3,1
3213,1,17200,74402.0,86699.5,DebtCon,ProfExe,13.0,0.0,1.0,115.35303064,4.0,34.0,41.359036334,4,1
3214,1,17200,62108.0,86699.5,DebtCon,Office,21.0,0.0,0.0,174.39613454,1.0,21.0,34.538925374,2,1
3215,0,17200,48999.0,76544.0,DebtCon,ProfExe,5.0,0.0,0.0,240.52274651,3.0,31.0,32.841753914,4,1
3216,0,17200,35116.0,60489.0,DebtCon,Other,17.0,0.0,0.0,106.48623703,1.0,18.0,38.806240708,3,1
3217,0,17200,85977.0,109238.0,HomeImp,ProfExe,3.0,0.0,0.0,115.55751256,1.0,25.0,38.948918735,4,2
3218,0,17200,45900.0,68126.0,HomeImp,Office,4.0,0.0,0.0,111.12595174,0.0,17.0,34.179046884,2,2
3219,0,17200,52276.0,69860.0,DebtCon,Office,0.0,0.0,0.0,180.93148775,0.0,25.0,30.587966984,2,1
3220,0,17200,53849.0,102326.0,HomeImp,Other,1.0,0.0,3.0,57.166745124,1.0,9.0,39.991154244,3,2
3221,0,17200,90567.0,118761.0,DebtCon,Other,14.0,0.0,0.0,139.34017022,2.0,9.0,34.784870381,3,1
3222,0,17200,99204.0,119490.0,DebtCon,Other,9.0,0.0,0.0,296.21148976,1.0,18.0,30.3013654,3,1
3224,0,17200,62840.0,92946.0,HomeImp,ProfExe,5.0,0.0,0.0,133.15948077,0.0,11.0,27.503540171,4,2
3225,0,17200,17234.0,43310.0,,Office,1.0,0.0,0.0,215.6075405,0.0,15.0,38.318514688,2,1
3226,0,17200,55254.0,118718.0,DebtCon,ProfExe,15.0,0.0,0.0,276.91108293,0.0,20.0,26.696158705,4,1
3228,0,17300,40280.0,66319.0,DebtCon,,4.0,0.0,0.0,101.32557693,2.0,9.0,27.975935447,3,1
3229,0,17300,91132.0,110440.0,DebtCon,ProfExe,10.0,0.0,0.0,147.55332445,2.0,19.0,36.427218736,4,1
3231,0,17300,35070.0,63862.0,DebtCon,Other,16.0,0.0,0.0,125.13156939,1.0,17.0,37.936519649,3,1
3232,0,17300,79412.0,114906.0,DebtCon,Mgr,17.0,0.0,0.0,247.3605705,4.0,30.0,36.536435564,1,1
3234,0,17300,99064.0,156306.0,HomeImp,ProfExe,4.0,0.0,0.0,90.449522446,0.0,16.0,35.750060441,4,2
3235,0,17300,44031.0,79187.0,DebtCon,Other,0.0,0.0,1.0,299.70523733,1.0,10.0,35.986669908,3,1
3236,0,17300,20798.0,37980.0,,Office,2.0,0.0,0.0,219.30936478,0.0,16.0,37.763211014,2,1
3237,0,17300,90768.0,116052.0,DebtCon,Other,13.0,0.0,0.0,120.24142622,2.0,9.0,35.81087795,3,1
3238,0,17300,65444.0,91244.0,DebtCon,ProfExe,8.0,0.0,0.0,202.04968272,0.0,19.0,21.573385223,4,1
3239,0,17300,65136.0,83847.0,DebtCon,Office,6.0,0.0,0.0,127.09997366,0.0,20.0,24.5182717,2,1
3240,0,17300,110614.0,137552.0,DebtCon,ProfExe,6.0,0.0,0.0,85.232500724,0.0,13.0,31.344365522,4,1
3241,1,17300,73503.0,91842.0,DebtCon,Other,0.0,0.0,6.0,142.33207559,1.0,32.0,46.902324378,3,1
3242,0,17300,91350.0,107834.0,HomeImp,ProfExe,3.0,0.0,0.0,118.13306488,0.0,24.0,37.610845011,4,2
3243,0,17300,65077.0,91991.0,DebtCon,Other,0.0,2.0,3.0,114.02344238,2.0,26.0,35.90776048,3,1
3244,0,17300,96138.0,124066.0,DebtCon,Office,1.0,0.0,2.0,271.7823232,0.0,30.0,40.404506226,2,1
3245,0,17300,32736.0,49100.0,DebtCon,ProfExe,4.0,0.0,0.0,262.94843765,0.0,34.0,38.563080996,4,1
3246,0,17300,57358.0,71617.0,DebtCon,Office,0.0,0.0,0.0,194.29333919,0.0,25.0,30.53780606,2,1
3247,0,17300,51107.0,64135.0,HomeImp,Office,4.0,0.0,0.0,115.00219496,0.0,17.0,32.251086122,2,2
3248,0,17300,48132.0,78889.0,DebtCon,Mgr,4.0,0.0,0.0,133.16768546,0.0,8.0,28.298227056,1,1
3249,0,17400,63000.0,48971.0,DebtCon,Other,7.0,0.0,0.0,345.00991859,1.0,17.0,32.474319466,3,1
3250,0,17400,77350.0,101271.0,DebtCon,Other,0.0,0.0,0.0,148.91622747,1.0,18.0,34.387028434,3,1
3251,0,17400,61035.0,90434.0,HomeImp,ProfExe,4.0,0.0,0.0,113.63599565,0.0,12.0,25.357194605,4,2
3252,0,17400,58941.0,88470.0,HomeImp,ProfExe,4.0,0.0,0.0,123.25705457,0.0,12.0,25.557593337,4,2
3253,0,17400,62824.0,82243.0,DebtCon,Other,5.0,0.0,0.0,109.48274852,0.0,7.0,34.818444993,3,1
3254,0,17400,25859.0,43684.0,DebtCon,Mgr,16.0,1.0,0.0,95.363068679,1.0,17.0,27.107619574,1,1
3255,0,17400,24687.0,37391.0,,Office,2.0,0.0,0.0,217.74427464,0.0,16.0,38.251392033,2,1
3256,0,17400,43110.0,73614.0,DebtCon,Mgr,1.0,0.0,0.0,114.28918244,1.0,8.0,26.379108017,1,1
3257,0,17400,11147.0,166496.0,HomeImp,Mgr,23.0,0.0,0.0,73.467517761,1.0,19.0,29.531664151,1,2
3258,0,17400,42876.0,66085.0,DebtCon,Mgr,26.0,0.0,0.0,281.57815248,1.0,16.0,38.027521678,1,1
3260,1,17400,54161.0,75500.0,DebtCon,Office,4.0,0.0,0.0,23.333333333,5.0,11.0,34.669820788500004,2,1
3261,0,17400,44479.0,78121.0,DebtCon,Mgr,1.0,0.0,0.0,117.3235888,0.0,9.0,27.133989435,1,1
3262,0,17400,97072.0,155146.0,DebtCon,Mgr,0.0,0.0,0.0,204.16561629,0.0,19.0,40.507964774,1,1
3264,0,17400,113890.0,135146.0,DebtCon,,16.0,0.0,0.0,174.10145958,1.0,17.0,37.6335491,3,1
3265,0,17400,49765.0,66782.0,DebtCon,Mgr,27.0,0.0,0.0,272.59048247,1.0,16.0,39.383064504,1,1
3267,0,17400,123579.0,168243.0,DebtCon,Office,4.0,0.0,0.0,146.3520808,0.0,20.0,26.603511505,2,1
3269,0,17400,55575.0,78661.0,DebtCon,Other,17.0,1.0,0.0,198.98960053,1.0,20.0,38.991431366,3,1
3270,0,17400,102228.0,115898.0,DebtCon,ProfExe,0.0,0.0,0.0,144.19816755,0.0,30.0,35.114150348,4,1
3271,0,17400,56111.0,114521.0,HomeImp,Office,2.0,0.0,2.0,154.85552388,1.0,24.0,38.695083557,2,2
3272,0,17400,64163.0,84948.0,HomeImp,ProfExe,12.0,0.0,2.0,172.71116574,0.0,13.0,27.979694402,4,2
3273,1,17400,79623.0,113658.0,DebtCon,Other,0.0,0.0,2.0,212.12914517,2.0,25.0,35.106719635,3,1
3274,0,17500,92986.0,114276.0,DebtCon,Other,13.0,0.0,0.0,116.96135784,2.0,8.0,36.251385732,3,1
3275,0,17500,99853.0,163401.0,DebtCon,Mgr,0.0,0.0,0.0,208.46227619,1.0,18.0,37.82861717,1,1
3276,0,17500,17889.0,94453.0,DebtCon,Other,19.0,0.0,0.0,244.3562274,2.0,41.0,35.744770886,3,1
3277,0,17500,101354.0,117209.0,DebtCon,ProfExe,1.0,0.0,0.0,136.15822253,0.0,30.0,36.851723302,4,1
3278,0,17500,133243.0,154513.0,DebtCon,Mgr,7.0,0.0,0.0,217.03704869,0.0,18.0,37.462991964,1,1
3279,1,17500,76100.0,98500.0,DebtCon,Other,5.0,10.0,1.0,59.833333333,5.0,16.0,34.669820788500004,3,1
3280,0,17500,49968.0,68025.0,HomeImp,Office,3.0,0.0,0.0,126.07945262,0.0,18.0,34.10902705,2,2
3281,0,17500,73071.0,94267.0,DebtCon,Office,1.0,0.0,0.0,160.45470053,3.0,19.0,32.276809318,2,1
3284,0,17500,100642.0,138550.0,DebtCon,Office,3.0,0.0,0.0,115.07594761,3.0,16.0,32.176380263,2,1
3285,1,17500,110603.0,142000.0,DebtCon,Other,1.0,1.0,0.0,163.06666667,3.0,25.0,34.669820788500004,3,1
3287,1,17500,68000.0,133015.0,DebtCon,Office,19.0,1.0,1.0,177.5,5.0,21.0,34.669820788500004,2,1
3288,0,17500,46636.0,72908.0,DebtCon,Other,7.0,0.0,0.0,110.23090719,3.0,15.0,41.512292086,3,1
3289,0,17500,90221.0,113564.0,DebtCon,Other,19.0,0.0,0.0,265.18462525,1.0,17.0,27.029438967,3,1
3290,0,17500,85183.0,108948.0,HomeImp,ProfExe,4.0,0.0,0.0,125.10948564,1.0,25.0,37.103025992,4,2
3291,0,17500,61524.0,87188.0,HomeImp,ProfExe,3.0,0.0,0.0,115.80866085,1.0,13.0,25.401570002,4,2
3292,1,17500,91000.0,116000.0,DebtCon,ProfExe,0.5,0.0,0.0,188.73333333,3.0,26.0,34.669820788500004,4,1
3293,0,17500,87294.0,114031.0,DebtCon,Other,15.0,0.0,0.0,147.09858349,2.0,8.0,34.467940003,3,1
3295,0,17500,102858.0,138977.0,DebtCon,Office,2.0,0.0,0.0,100.28121919,2.0,15.0,31.669319454,2,1
3296,0,17500,23288.0,94904.0,DebtCon,ProfExe,8.0,0.0,0.0,145.12073677,0.0,20.0,29.675382217,4,1
3297,0,17600,39057.0,50933.0,DebtCon,ProfExe,6.0,0.0,0.0,239.20163009,1.0,35.0,39.301070716,4,1
3298,0,17600,53707.0,80407.0,DebtCon,Other,17.0,1.0,0.0,185.97822083,0.0,21.0,36.494053926,3,1
3299,0,17600,63000.0,96188.0,,Other,7.0,0.0,0.0,181.29504647,0.0,9.0,30.879317294,3,1
3300,0,17600,56090.0,103992.0,HomeImp,Other,1.0,0.0,2.0,46.875135751,1.0,10.0,39.081826438,3,2
3301,0,17600,62996.0,86817.0,HomeImp,ProfExe,12.0,0.0,1.0,152.78264779,0.0,14.0,29.203654576,4,2
3302,0,17600,73354.0,96526.0,DebtCon,Other,0.0,0.0,0.0,147.13452582,1.0,18.0,33.052493205,3,1
3303,0,17600,72232.0,103081.0,DebtCon,Other,1.0,0.0,0.0,143.96715312,0.0,18.0,36.309962492,3,1
3304,0,17600,79122.0,96116.0,DebtCon,Other,1.0,0.0,0.0,152.44371441,1.0,18.0,35.589662601,3,1
3306,0,17600,44571.0,66088.0,HomeImp,Office,2.0,0.0,0.0,126.09038158,0.0,17.0,30.871901786,2,2
3307,0,17600,63000.0,45119.0,DebtCon,Other,7.0,0.0,0.0,354.73591921,1.0,17.0,34.495046658,3,1
3308,0,17600,29201.0,41396.0,DebtCon,Mgr,19.0,0.0,0.0,89.20252735,1.0,16.0,23.93494584,1,1
3309,0,17600,67285.0,90816.0,DebtCon,Other,1.0,1.0,2.0,104.59286688,2.0,25.0,35.592253541,3,1
3310,0,17600,64857.0,82449.0,DebtCon,Other,1.0,0.0,0.0,312.88247401,3.0,15.0,43.478862555,3,1
3311,0,17600,59347.0,68667.0,DebtCon,Office,0.0,0.0,0.0,185.27496096,0.0,25.0,30.052323948,2,1
3312,0,17600,71983.0,97939.0,DebtCon,Office,1.0,0.0,0.0,144.36621588,3.0,19.0,29.808589765,2,1
3314,0,17600,62198.0,101183.0,HomeImp,ProfExe,21.0,0.0,0.0,230.7167135,1.0,23.0,39.139756562,4,2
3315,0,17600,71366.0,87862.0,DebtCon,Office,5.0,0.0,0.0,116.79668509,0.0,20.0,23.400137117,2,1
3316,0,17600,39063.0,54561.0,DebtCon,Other,17.0,0.0,0.0,107.94381754,1.0,17.0,38.919210327,3,1
3317,0,17600,48487.0,65665.0,DebtCon,Other,6.0,0.0,0.0,100.17400375,2.0,15.0,43.769684913,3,1
3318,0,17600,63000.0,66000.0,,,7.0,0.0,0.0,111.78570044,0.0,14.0,27.090894722,3,1
3319,0,17600,88661.0,114922.0,DebtCon,Other,13.0,0.0,0.0,152.75401017,1.0,7.0,36.766273628,3,1
3320,0,17600,61093.0,97551.0,DebtCon,Office,0.0,0.0,0.0,75.060829426,0.0,22.0,35.562993202,2,1
3321,0,17700,10847.0,94611.0,HomeImp,Other,14.0,0.0,1.0,271.39666705,0.0,22.0,27.283395304,3,2
3322,0,17700,17480.0,41055.0,,Office,1.0,0.0,0.0,196.1319389,0.0,15.0,37.923659517,2,1
3323,0,17700,64964.0,88856.0,DebtCon,Office,5.0,0.0,0.0,114.66761831,0.0,19.0,21.933006318,2,1
3324,0,17700,111612.0,128416.0,DebtCon,,14.0,0.0,0.0,169.73348753,0.0,17.0,39.770628448,3,1
3325,0,17700,93302.0,116668.0,DebtCon,Other,20.0,0.0,0.0,283.04094598,0.0,16.0,25.225910201,3,1
3326,0,17700,50886.0,106673.0,HomeImp,Other,2.0,0.0,2.0,57.090659606,1.0,10.0,40.85911311,3,2
3327,0,17700,60260.0,90196.0,HomeImp,ProfExe,11.0,0.0,1.0,177.85484553,0.0,14.0,29.60717111,4,2
3328,0,17700,36253.0,57420.0,DebtCon,ProfExe,3.0,0.0,0.0,267.78350875,1.0,34.0,37.934570083,4,1
3329,0,17700,63000.0,56402.0,DebtCon,Office,3.0,0.0,0.0,91.04574898,2.0,8.0,38.685506283,2,1
3330,0,17700,107395.0,133433.0,DebtCon,ProfExe,6.0,0.0,0.0,96.157561735,0.0,13.0,27.592277381,4,1
3331,0,17700,71399.0,96588.0,HomeImp,ProfExe,7.0,0.0,0.0,83.59853183,0.0,16.0,33.626585668,4,2
3332,0,17700,98476.0,136319.0,DebtCon,Office,2.0,0.0,0.0,110.73572859,3.0,16.0,32.221024839,2,1
3333,0,17700,85150.0,113104.0,DebtCon,ProfExe,11.0,0.0,0.0,148.0652591,2.0,19.0,38.962872064,4,1
3334,1,17700,58016.0,76416.0,DebtCon,Office,4.0,0.0,0.0,28.011491753,5.0,10.0,41.463373328,2,1
3335,0,17700,47064.0,71698.0,DebtCon,ProfExe,3.0,0.0,0.0,244.51806442,3.0,32.0,30.403203826,4,1
3336,0,17700,63000.0,55796.0,DebtCon,Office,1.0,0.0,0.0,85.183412567,2.0,8.0,40.20948611,2,1
3337,0,17700,56375.0,90435.0,DebtCon,Office,0.0,0.0,0.0,70.225870315,0.0,23.0,36.023276773,2,1
3338,0,17700,72911.0,97317.0,DebtCon,Mgr,1.0,0.0,0.0,82.39838379,0.0,17.0,25.329250867,1,1
3339,0,17700,82302.0,111228.0,HomeImp,ProfExe,4.0,0.0,0.0,118.4559036,0.0,25.0,37.160561204,4,2
3340,0,17800,61494.0,85864.0,DebtCon,Other,2.0,0.0,0.0,303.83765082,3.0,15.0,40.246312084,3,1
3341,0,17800,38770.0,64357.0,DebtCon,Other,17.0,0.0,0.0,282.9357846,0.0,21.0,27.97949547,3,1
3342,0,17800,39686.0,67246.0,DebtCon,,5.0,0.0,0.0,114.18355498,1.0,10.0,27.575809699,3,1
3343,0,17800,83080.0,108348.0,HomeImp,ProfExe,1.0,0.0,0.0,132.6098608,0.0,25.0,36.459087678,4,2
3344,0,17800,63000.0,95639.0,,Other,7.0,0.0,0.0,179.84935161,1.0,9.0,33.142257222,3,1
3345,0,17800,107736.0,113100.0,DebtCon,Other,1.0,0.0,0.0,135.12322489,2.0,20.0,38.937112238,3,1
3346,0,17800,56956.0,74305.0,DebtCon,Office,0.0,0.0,0.0,187.18332939,0.0,24.0,31.817471916,2,1
3348,0,17800,58942.0,91483.0,HomeImp,ProfExe,5.0,0.0,0.0,123.73667435,0.0,13.0,28.155959991,4,2
3349,0,17800,68889.0,85642.0,DebtCon,Other,0.0,2.0,2.0,105.76796088,2.0,25.0,34.629922009,3,1
